index,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,HelpfulRecords,HasHelpful,weightedRating
772930,B00HJU88TE,"[1, 1]",5,First of all let me say I read a lot of books at least 20 a month and I have never read one that heated me up like this one. Isaac and Maya burn up the pages and the story is great too. A lot of times you get a book where the sex is great but the story sucks not this book. Ember Chase hits it out of the park and I can't wait for book 2.,"02 20, 2014",A3LG88OCEKW23C,Amazon Customer,Hot! Hot! Hot! Hot! Hot!,1392854400,1.0,True,5.0
515327,B00CN4MV3U,"[2, 2]",5,"This book has some great, practical relationship advice to give. It's written in a very down-to-earth manner that I think most readers will connect with. Reading through the various mistakes, you're likely to realize that you've made some of the mistakes yourself. In other parts of the book, you might think, Who does that? There is something in here for everyone. The highlight of the book was the discussion on the difference between a Real Relationship and an Imaginary Relationship. That is a fundamental issue that people have to grapple with first in order to foment a strong bond and eventual marriage. The call for boundaries is another area that is worth special consideration. In the modern world's hook-up society, many people have lost their boundaries and have lost their way. Overall, this was a very good book and has advice worth of consideration.","05 17, 2013",A2RQEMHGSSS78G,Read4Life,Excellent Relationship Advice,1368748800,1.0,True,5.0
37760,B004FV5C4Y,"[2, 2]",5,"This was a very enjoyable read. I would love to hear this is a series as I want to know what happens next in Woodland. Madeleine and Jacob are intriguing, likable characters whom I would hope are destined for many more adventures and Woodland is most definitely a town that needs to be explored. All I can say is more, please!!","01 12, 2012",A11WU4FYDAH6GA,Shay,Fun!,1326326400,1.0,True,5.0
709912,B00GFSR48C,"[5, 5]",5,"Holy crap!  A CLIFF HANGER! Caffrey and what a cliff hanger it is, this story was well worth the wait and I will be waiting for the next book as well. More TGFA  stories to come I'm sure we will get to see what happened in those missing years at some point, can't wait.  If you haven't done so already go to Facebook and like Cary Caffrey today, he gives snippets of his writing the closer he gets to completion, that's how we got the short story not to long ago.  Cary Caffrey is now on my list of must read authors. Great book, please keep them coming.","11 16, 2013",A28LO84FCSYXUN,NicoleH,Worth the wait,1384560000,1.0,True,5.0
888500,B00JHPKHK2,"[0, 0]",4,Bobby has written a book that is not her usual legal or medical story line. I think the story line could be expanded and made more exciting.  She has new characters and shows a deep understanding of people who have very high expectations of themselves and then fail.  Read me and find out how a professional women and an ex-Rodeo man work out their differences to create a life together.,"04 9, 2014",A3FA0RACII84DP,Lindah,Are you a rodeo fan?,1397001600,0.0,False,4.0
489692,B00C9QYUF4,"[3, 4]",5,"If you love cowboys and their respectful, loyal ways -- then you'll love this book. The man in this book can look past what he sees and opens his heart to true love.","05 18, 2013",ALK39JRQY7MM8,Hme,Heartwarming story filled with cowboy love.,1368835200,0.75,True,5.0
540440,B00D4BAFK2,"[0, 0]",3,"Well written short stories strung together for a jerky but entertaining read. Different mythical powers, not that well developed though. I'll read the author's next book regardless if it's a sequel or on anothervtopic. Decent authorv+ book/stories","12 28, 2013",A1YGWBMC8SDJVX,Kindle Customer,good read. short stories,1388188800,0.0,False,3.0
228363,B0082ZE4R0,"[2, 2]",4,"This one is really pretty short...it's like a morsel of a story.  The writing is good, the characters are just enough, and the sex is steamy.  I just wish it was longer and more developed.","04 30, 2013",A13H6BLWC6IGOX,Sarah Mel (Smut and Bonbons),good short story,1367280000,1.0,True,4.0
260368,B008JI9EHU,"[1, 1]",4,My first encounter with Brenda Novak. Each of the lead characters has a unique angst that intertwines to make an interesting read. Just when you think you know how the story will go it takes a turn down a different road. The sisters Olivia and Noelle and the brothers Kyle and Brandon each evoke a certain empathy from the reader.  But by story's end I felt I understood the characters and for me there was a happy ending. Read this one and see for yourself.Ms. Novak left me wishing for more and I am now reading the entire Whiskey Creek series.,"02 25, 2013",A30YRQBI783IZT,gerry 300,This one will keep you guessing.,1361750400,1.0,True,4.5
260344,B008JI9EHU,"[3, 3]",5,Loved it! Rooted for Brandon and Olivia throughout the whole book. Couldn't put the book down! The ending didn't disappoint.,"09 8, 2012",A2DT3U5W9GJL57,Amazon Customer,Loved it!,1347062400,1.0,True,4.5
598401,B00E6XLG82,"[0, 0]",4,"This collection of short stories really got me interested to read the series that combines all these characters. There are 4 short stories, and each one is rough, sexy, and intriguing.RulerA quick read that will have you fanning yourself. A little confusing at first, since it seems like we are being dropped into the middle of a story, but the erotica and BDSM was sexy as hell. And I loved learning about Arie.BoundThis one had a little more of a story but was still a little confusing at first. It ended up being about heartbreak, obsession, and sex. Each element working together to create a hot, interesting read. Luna seems like a lost character looking for love and sex.BurnedThis is the sadder and more brutal tale of the four. But it was also a more complete story. This one was my favorite because of the emotion and heart wrench I felt reading it. Be warned, there is a rape scene and it is sickening. But I think it was vital for Victoria's story. She has had a horrible beginning, and I can't wait to see what the rest of her story entails.ChainedThis one also felt more like a complete story. It had more intrigue along with the sex. Tessa is one hot and determined chick. I just know she is going to cause so much trouble in the future and it's going to be fun reading about it. More BDSM and erotica.These stories are not for the faint of heart, but if you can handle some rough topics and steamy, exotic sex, then you need to try this book out.","07 27, 2013",A31S1K0EC7VG7U,Jennifer Bielman @ Reading  Writing UF  PNR,3.5 stars. I am interested in reading more.,1374883200,0.0,False,4.0
897196,B00JO2W4U4,"[1, 1]",4,"I don't usually read anything less than 200 pages, so saying that , I decided to read this very short book. I love historicals.  This was a sweet story that was very well written.I really wanted to read more, so I will check out the author's other work. If the book had been longer, I'm sure our hero wouldn't have changed his mind about our heroine quick so quickly.  In the end I was glad I didn' t have to agonize with Meredith waiting for her husband's love.","06 3, 2014",A2Q7AO7IEO4S0P,Rosie D.,"Short,but sweet",1401753600,1.0,True,4.0
897190,B00JO2W4U4,"[0, 0]",4,"I bought this book for free and thought I'd risked nothing so I'd try a new author (to me). What a great surprise that the story was good and the hero you learn to dislike is actually rather hero-stuff when you know him.It is a story that uncovers layers on layers of two of the characters and yes I can understand the younger girls wanting a loving, safecomfortable man after the childhood she had.I really enjoyed this book and was so glad that these two people found each other but wish the man had softer edges from the beginning and only had to have his edges smoothed by a woman.  He was a hero you had to give room to and really understand what was meant and inferred more than said while trying to flesh out his character in a short novel.  It was a very good satisfying read and I hope there is a book for the sister's story soon!","07 12, 2014",A1PDUT9XQA14WB,marcydaisy,This is a very good short book which usually is not satisfying--but this one did and made me want a story for the sister!,1405123200,0.0,False,4.0
446915,B00BMTQWVO,"[1, 1]",5,"I started reading this book just a few days ago and wasn't able to stop.  It was a well written masterpiece, and although it's a work of fiction I believe the message in it was very real.  Truly a must read","11 2, 2013",A2400914XJCU8B,M. Nesbitt,Absolutely Amazingly!!!!,1383350400,1.0,True,5.0
517472,B00CO7GIFI,"[0, 0]",4,"We learned a bit about Violet  Luke from Callie  Kayden's books but it was truly like looking at them from the outside.Violet isn't a slut, she is a virgin. She uses the red scarf to complete drug deals for Preston. Preston gave ghee a place to live when no one else would, so she owes him. She may be a bitch but it is pretty understandable when you have lived through all that she has lived through.And Luke, poor Luke. I never understand how some parents treat THEIR children the way that they do. Luke is diabetic who needs insulin shots to live yet he will do everything to avoid them because he was forced to shoot his mother up with heroin regularly. I think there may have been other things that happened as well between Luke  his mom.Violet and Luke form an odd bond between two dark and damaged people. It turns in to more and could continue to develop until the answer to a secret Luke didn't know he was keeping, gets out. It shatters them and Violet takes off.Nice cliffy!!!!!Not.","03 17, 2014",AN9O9JE1B8LLO,Godiva,great story but a cliffhanger ending.....,1395014400,0.0,False,4.0
439453,B00BJ3OFXU,"[6, 6]",5,"This review can also be found on my Goodreads Page.Thank you to the author for providing me with a copy in exchange for an honest review.I was not sure what to expect when I started this story. Typically you can find me with my nose in my NOOK with a romance novel. You know, the one where boy meets girl and she's swept off her feet. Yeah, that. Lately, I `ve been looking for something different. Something to bring me out of my book funk. This was it.Toxic is not your usual happy go lucky story. It hurts. It hurts to read. You become so wrapped up in the main character's story. I have never read anything by this author before, but I am now forever a fan. This was brilliant.Toxic is a story about Logan Reynolds and her life. From a child through her teenage and adult years, Logan had a rough life. The book is written in somewhat of a diary form, where every chapter is dated. I really enjoyed that because it allowed the story to flow nicely and you truly felt like you were on a journey with Logan.Logan was born to a drug addict and alcoholic mother.  Her father is not in the picture. The story begins where Logan has to get ready for her first day of kindergarten on her own. Yes, you read that correctly. She had to do it all on her own at five years old.A lot of the smaller kids have their Mama's with them, but I don't feel jealous because I don't want mine with me.I don't sleep at all. I never do when she holds me because it feels wrong. All I do is wonder if it's supposed to feel wrong when a Mama holds her baby girlMy heart went out to Logan. I think I truly enjoyed this story because Logan was real. The author did a great job at character development.  You felt the loneliness that Logan went through. Logan had a spirit, a fighting one, however as she get older she stopped fighting and gave in to her surroundings. The story followed her into her teen and young adult life. She succumbed to alcohol, drugs, and abuse. No that is not giving away the story. The events that occur during this time are heartbreaking. The human spirit is strong. Logan is proof of that.We're toxic, but only the best things areWere there boys in the story? Yes! But, not like you think. I love that the author involved love and romance but did not make it the focal point. There are boys in there that put Logan in unspeakable situations. My heart broke for her every time.Then there was Nathan...I just want you the way you areOh Nathan. Every girl could use someone like you in their lives.  I don't want to give too much away, but he is the knight that every girl deserves. He is reason. He is truth.Overall, I was absolutely blown away by this story. I am so glad I was given the opportunity to read and review this book. It reminded me why I love to read. It reminded me of how strong the human spirit truly is.  I really hope there is a follow up to this story or at least an ending. Logan deserves one.","05 12, 2013",A31I1MMDL0LIFK,Bianca,Review of Toxic,1368316800,1.0,True,5.0
657611,B00FBMKRG4,"[0, 0]",5,I think she is an excellent writer and Her story lines seem so real. I hope she writes more stories on the family. She could write about each of the family and how know that their parents  Keep the story line going!!!!,"11 14, 2013",A320PW6Z9VI0G9,AUDREY PERRYMAN,The Billionaires Best Friend,1384387200,0.0,False,5.0
936542,B00KFLTOV0,"[7, 11]",2,"I was intrigued by the cover art and the blurb.  I was ready to like it based on the sample.  And then.  I never felt like I could connect with the main characters.  I wanted to care about them.  They had real issues and yet there was never a real sense of them as people.  They remained as characters and I found myself skimming through sections hoping to find something more, but I just never did.","05 29, 2014",A3LM76AKLO8YZ5,Melissa S B,Wanted to like it,1401321600,0.6363636363636364,True,2.0
700670,B00G8UF0JM,"[0, 0]",5,"WOW!!  Silent is an amazing book.  It is dark and real and hurt to read at many points, but then there were the beautiful, shining moments that felt oh-so-good.  It is easy to relate to Alex, the narrator, and to love him, despite his flaws and mistakes.  And, Seb - he breaks your heart and then puts it back together.  Their devotion to each other was uplifting in a setting/world that was often scary and depressing.  I loved how, as the story progressed,  Alex and Seb helped each other uncover their true selves and, in the process, saved themselves from the potentially bleak lives they could have led.  Sara Alva does a fantastic job painting the picture of Seb and Alex's world.  She does equally well with the supporting characters.  They are all unique, complex people with their own stories. I thought the ending of the book was pitch perfect - hopeful, yet realistic - true to the love Seb and Alex have.  I would love, love, love to read a sequel to find out how they grow into adulthood.  I adored Sara Alva's book, Social Skills, but I think she has topped it with Silent.  She is definitely a must-read author for me.","11 26, 2013",A3BKYK19JP3WT5,Jen,Amazing!,1385424000,0.0,False,5.0
781997,B00HPAWYSY,"[0, 0]",5,"Great start to a new series based in Hanover, Rhode Island.  There was danger, suspense, and gun fights!  The story is told from both perspectives so you see the battle between the two think about what they have had and what they want while fighting to stay alive.  Though I've never been in danger like this, the scenes flowed well and seemed reasonable.  And now a bit about the story...When his father passes, Matt had become the man of the house and responsible for his mother and two sisters at the the age of nine.  As soon as he could escape he joined Army and once his tour was over he said goodbye to being responsible for anyone other than himself.  He had a nice life as a carpenter and enjoyed doing construction.  Until one day his former Army buddy, now police officer, calls him to protect his sister Tessa.  As Tessa and Matt fight to survive and figure out who really is the bad cop the relationship between them grows.  But Tessa remembers the last time she let a man mean something to her - her brother almost died.  The deja vu is almost as bad as the cops after them.  Dance along with Tessa and Matt as they discover the truth!Favorite passages:- I'll be fine. When he got his mind back on business and out of her underwear.- Plans don't always go the way we expect.  That doesn't make us failures.  We're human.  It's what we do afterward that makes us heroic, and you didn't cower.  You pushed on.- But if you don't let yourself feel anything, then you're not really living.","01 29, 2014",A356MFRFTA643Z,Theresa Esterline,Nothing like Danger to bring the excitement back into your life!,1390953600,0.0,False,5.0
665932,B00FHIZMP8,"[0, 0]",5,"Get your copy today and see what goes on with Thomas, Holden  CeCe.  Great book and Inglath takes you right to Nashville and into the lives of Thomas, Holden  CeCe.  Get lost in this book today, I'm not much of a reader and I read this book in  one day.  That says a lot for this book and the writer.","12 29, 2013",A3TPH85GHKQBT5,Karen,AWESOME READ.,1388275200,0.0,False,5.0
665939,B00FHIZMP8,"[1, 1]",5,The story started in the first book continues in this one.  Twists and turns keep the pages turning.  Next book!,"03 17, 2014",AEXVMM2SFQNXG,Sally,Nashville Part 3 What we feel.,1395014400,1.0,True,5.0
511228,B00CL45W6U,"[0, 0]",5,"This one topped the first book in the series. Oh, Emmitt....He is a great hero!!  This is one sweet character.  He is strong, tough and so tender. I was so grateful that he talked! This book had a less urgent feel than the first book.  It seemed that there was more intimacy between the main characters.  Where Clay was more mysterious, Emmitt was very clear about his feelings. I was very sad when this story ended.","11 29, 2013",A26U55KZSVY6A6,Hopeful Romantic,Winner! Best of 3 fantastic books,1385683200,0.0,False,5.0
585770,B00DXNCP04,"[5, 5]",2,I did not finish reading this story because the author kept repeating how each character felt over and over even though their feelings didn't change.  The auther's tendency to repeat became too much and I gave up on the rest .of the story,"09 9, 2013",A2F4NTGX2FBSJL,Amazon Customer,too repetitive,1378684800,1.0,True,2.0
777758,B00HMUR5QI,"[0, 0]",5,Good short story but is too bad that life cannot be as great as it sometimes is in books. I love how an author can just transport you to that special place.  It is good to dream for awhile.,"03 12, 2014",A329RT0MXMDUHH,S. Suzanne Skentzos Suze q,FAST FUN READ,1394582400,0.0,False,5.0
727321,B00GRCPG6I,"[0, 0]",5,I have every book by Avery Gale and am waiting for more in each of her series. Read them in order to get  the best reading. Love this book romance as well has hot hot hot,"06 18, 2014",A3R1EB0IGE3CC7,sweetsandi,Great series,1403049600,0.0,False,5.0
724287,B00GPT0OBU,"[0, 0]",5,"I loved this book. It is one of the purest love stories I have ever read. I loved all of the characters (except the villains). I just wish Jaclyn Hawkes would write a sequel, which I would read immediately. I also enjoyed not having to skip through explicit sex and language. Great book.","03 26, 2014",A2JPS7EMNFKXOV,Rural Reader,A Pure Love Story,1395792000,0.0,False,5.0
361384,B00ADC8ZW0,"[0, 0]",4,"The book, Lose Weight Naturally Fast, by Donna Caesar, is well written and covers the subject thoroughly. I give this book a four star because most of the information was not new to me, but I do recommend the book. It is very informative.","02 12, 2014",AQUHBH8AALN7G,Bonnie Eaton bookaholic,Worth the money,1392163200,0.0,False,4.0
924313,B00K7S0TJ2,"[0, 0]",5,Worth the price read the whole series great read with a story plot not rambling and not hardcore McCain. Eating for Caleb s storey.,"05 13, 2014",A18J2T51O21MBE,Avid reader,Easy,1399939200,0.0,False,5.0
894348,B00JM2HG18,"[0, 0]",4,It was good enough for 5. But I just can't do it. I think it's because the heroin is so innocent and shy until she's not. And the hero is a liar and she knows it but sleeps with him anyway and expects a great relationship. Still can't wait to read part two!!! Worth It.,"05 4, 2014",A2EJDGWOKHI19U,Kindle Customer,I couldn't give it 5 stars.,1399161600,0.0,False,4.0
600115,B00E825OWK,"[0, 0]",3,In many recipes the ingredient list and directions do not make sense until the reader figures out that the ingredients should have been listed in two columns.  The directions call for the first three ingredients and you have to figure out that it is really every other ingredient listed.  Also if an ingredient in the list takes up more than the line it does not continue on the next line but skips a line.  What an annoyance. Just shows lack of attention before publishing.  But the author has received my money so what incentive to get it correct.,"06 25, 2014",A331ITNPJOTYZM,J. Glass,Ingredient list mixed up,1403654400,0.0,False,3.5
600111,B00E825OWK,"[0, 0]",4,Good source for southern recipes.,"06 26, 2014",A3P6XXI7S8MV61,Dorothy Ingle,Recipes galore,1403740800,0.0,False,3.5
711640,B00GGRBCNU,"[0, 0]",5,I am a huge fan of Bella Andre!! Her Sullivan series are the best but her free standing books are equally good!! You can miss with her book!!!!,"03 4, 2014",A32QQX268BXYTF,Cheryl Anne Lindsay,I adore her books!!!,1393891200,0.0,False,5.0
48866,B004OR1KNQ,"[0, 0]",3,I love to use my slow cooker and try to get as many recipes as possible.  While this a Gooseberry book it has some recipes I love and some I don't think I will try.,"10 1, 2013",A35GEEM9BNEDTD,Patricia Gaborski,Good Eating,1380585600,0.0,False,3.0
780424,B00HOIH2,"[1, 1]",5,"Behind His Eyes: Convicted-The Missing Years Absofreakinglutely BLEW ME AWAY!  What a captivating read by Aleatha Romig that you just COULD. NOT. PUT. DOWN!  This 4th installment on the Consequences story was by far my most favorite hands down, no doubts about it.  The journey through Consequences, Truth, Convicted and Now the Missing Years, is one you won8217t forget and will most likely read again.  Tony was the one who I really wanted to get inside of his head, his oh so beautiful mind, but we also heard from Harry, John, Brent and Phil.  Seeing their perspectives of what was endured from Tony8217s Legal Troubles to Claire Being Institutionalized was eye opening.  Characters you don8217t think have that much to do with the story in fact step into the limelight and open your eyes.  Love isn't finding a perfect person. It's seeing an imperfect person perfectly.This entire series had me gripping my seat.  Aleatha did a fantastic job bringing all of the characters to light.  The Connection between Tony and Claire as well as how every other person you meet during the Consequences stories fall into place.  You find out what Meredith gained from talking to Claire.  Through the boys, Harry, Phil, John and Tony you really gain perspective on what Claire was going through when she was with Tony.  The truth is that our finest moments are most likely to occur when we are feeling deeply uncomfortable, unhappy or unfulfilled.  For it is only in such moments, propelled by our discomfort, that we are likely to step out of our ruts and start searching for different ways or truer answers ~ M. Scott PeckLove is when the other person's happiness is more important than your own and we saw this through this whole installment.  The love that Tony and Claire shared was real, raw, undeniable and unattainable by anyone else.  You could really see the hell, my bent, not broken lovely Tony went through to defend his true loves.  You could finally feel the hurt, experience the anger, guilt and heartache Tony endured.  Throughout the entire series, which I LOVED every single book, including the BHE companions I loved Tony, Loved to Hate to Love that Man.  He always made sure everyone knew actions have consequences, but when you see Tony himself finally face his and you will finally understand his reasoning behind all the madness.BHE Convicted- The Missing Years was a stunning conclusion to a mind-blowing, captivating series.  Courage was not the absence of fear, but the triumph over it. The brave man is not he who does not feel afraid, but he who conquers that fear.  That brave man is Tony Rawlings.  That beautiful stunning, strong brave man, that many of you may hate but I promise will not after this is that brave man.  He may be bent but he8217s certainly not broken, and anything not broken can always be pieced back together.  True love is never easy, but you overcome your fears and fight like hell to preserve it.Thank you Aleatha for allowing us to feel and fall in love with Tony and Claires journey!5+++++++++++ Stars for this one.  I mean seriously there needs to be a bazillion stars to rate this book.*Book was generously provided by the author for an honest review","05 20, 2014",A3EL3D7O1WYWBT,Book Lovers Obsession,BLEW. ME.  AWAY!  The Stars are shining brightly for Tony and Claire!,1400544000,1.0,True,5.0
251704,B008EV1C9U,"[1, 1]",3,And shallow like a predictable fairy tale.  The only character with much angst was a relatively minor one.  Too neat and sweet.,"09 20, 2013",A3CPQ7V88MDVYU,Gidget,Trite,1379635200,1.0,True,3.0
248132,B008DI0W2C,"[0, 1]",3,Interesting short story. Simple and to the point. Excellent writing. Would have  been interesting as a 2-3 chapter series or shirt series.,"05 22, 2013",A3RC9RHMXKWTRR,Bosb,Ran across it and read it,1369180800,0.0,True,3.0
120565,B005U3HT4M,"[0, 0]",4,"Unlike other reviewers I don't read to be able to point out every little mistake.This is good read which covers military action, political intrigue with some thriller thrown in.It starts with a young officer on his first deployment and ends with his success in between he fights the good fight against evil and wins.","03 3, 2012",A1QA8JGMF1DGAH,Florida_cane,Enjoyable read.,1330732800,0.0,False,4.0
475297,B00C1AEUXK,"[0, 0]",5,I love western stories.  I like Nancy Radke writings. I will be ordering more of her books. I will also recommend this book to friends,"05 6, 2013",A25EIRACBKTP96,J.c.,Loved it!,1367798400,0.0,False,5.0
671488,B00FKAD59I,"[3, 5]",2,Book 1 in this series was a 5 star read for me. I'm saddened to say I feel generous giving book 2 a two star rating. I just found it to be overly repetitious and dull at times.  I was bored with this read and it lacked the intensity and passion previous book in series had. The love triangle was extremely tiresome. This story just didn't work for me personally. It felt very juvenile and I will not continue this series.,"12 24, 2013",A1RD05YFMWKM4Y,hollieanne,loved first book but didnt even like this one.  :(,1387843200,0.6,True,3.1538461538461533
671616,B00FKAD59I,"[0, 0]",5,"Loved it. This book was every bit as good has the first book. I think it might have been a little bit more intense. It was definitely one hell of a rollar coaster ride. I honestly, even with my love for Nixon, had a hard time not rooting for Chase. I loved the three different POV. It was a great way to get in all there heads. Cant wait for the next book and see what happens with Chase and Mil. If yoy liked Elite you will love Elect. I would definitely recommend it.","12 15, 2013",A21S6F6O9VUU4T,want to read all day,Fricking awsome,1387065600,0.0,False,3.1538461538461533
878132,B00JB4SD9Q,"[2, 2]",5,"Look at the cover!  You know this cookbook will not be ordinary.  I've always thought that I could easily be vegetarian if someone else would cook for me.  I'm lazy.  The recipes in this book inspire me!  I always knew that  it's good to go meatless a few days a week but I was in a rut.  I like to start my day with a hearty breakfast and so far the Scrambled Eggs with Goat Cheese, Greek Yogurt and Greens is my favorite.  BTW  sometimes I eat it for dinner.  Try this cookbook.  The meals are delicious.  You will not feel deprived.  Really!","04 3, 2014",A3BUJBD7QFLYTU,Estuff Creativity Guru,No meat?  Who cares?,1396483200,1.0,True,5.0
59819,B004UK7XXI,"[5, 5]",5,Read it through in one sitting.  Of course nothing else got done. But isn't that what a good book is all about.,"12 30, 2012",A32KXVRYE9HM9D,sylvia bennett,Wonderful,1356825600,1.0,True,5.0
752528,B00H7PBQYK,"[0, 0]",5,"Minecraft- To the Nether and Back by Adrian King is another book well done! I'm still a bit of a virgin here but I am learning and this guy just draws me.The writing is smooth, descriptive and suspenseful. The characters are detailed so you can connect fast and the flow never slows.Besides I like a woman that stands her ground and makes a guy nervous. Which I felt reading about Zera and John.My recommendation is you give this book a read and let the author know your thoughts! Nicely done!","12 24, 2013",A37LY77Q2YPJVL,Cathy Wilson,Well Done!,1387843200,0.0,False,5.0
350846,B00A6NG154,"[0, 0]",5,"Where have I been and why have I not read this book before today? The Education of Sebastian was released in November of 2012 and I am just NOW reading it?! It's March of 2013!  I have not heard very much about The Education of Sebastian and am sad it is not getting the word of mouth spread around by readers that is deserves. I HIGHLY recommend this book to EVERYONE! I think it worries some readers of the age difference between Caroline (30) and Sebastian who is 17. Please don't let that stop you from reading this book and READ, READ, READ this novel. I promise you won't be disappointed!The Education of Sebastian is a sad, emotional novel that will pull on your heart. It is one of those books that will make you feel sad sad for everyone involved and of course the two main characters. Caroline is a 30 year-old married military wife to David. She only married David at the young age of 19 to get away from her mother who was not really a mother to young Caroline. Caroline and David never really loved each other, he in controlling and uses Caroline to help his status in the military of having the perfect young housewife. When first married the two get stationed in San Diego, this is where Caroline first meets an 8 year Sebastian. Caroline took care of Sebastian because his parents were alcoholic drunks who ignored him. They had a special relationship where sparked his interest in all things Italian. Caroline and David were transferred to the east coast, 9 years later returning to San Diego Caroline sees Sebastian again, this time he is 17 but looking more like a man in his 20's. As the two reconnect sharing stories of their horrible home life they begin a romantic relationship and fall in love, having to hide their affair while trying to plan a future... together.I loved everything about this book. I love the character of Caroline, my heart ached for her but not as much as Sebastian. Yes the age difference is a bit strange and took me a little bit to get into their romance, I won't lie. Once you read more of their relationship together and understand their connection I completely forgot about their age difference and wanted nothing more than for them to be able to have their happy ever after. I just knew their affair would come to heads and drama would unfold. I was anticipating it at every page. I kept thinking every time they would sneak around this would be the moment they would get caught.The ending is heart wrenching... oh my. My heart was breaking into a million tiny pieces. I started reading The Education of Caroline (The Education Of... 2) ASAP! I couldn't let their story escape me even for a moment. I am totally invested into Caroline and Sebastian. I really hope they will be okay, this is definitely a must read series.I give The Education of Sebastian (The Education Of... 1) 5 Stars.","03 4, 2013",A39B4H20EJ9PMT,Jessica's Book Review,"Once you get past the age difference, it is a beautiful romantic story of love and lost. A must read!",1362355200,0.0,False,5.0
350829,B00A6NG154,"[0, 0]",5,"This book was Epic! I had no idea I'd end up loving it this much. Its wickedly taboo. And this incredibly erotic sexy journey between Caroline  Sebastian. With an unforgettable intense hot risky summer you can't help but get sucked into fast!At first when I started reading this I felt uncomfortable about Sebastian still being under age. Even though everything they did was all consentual. Still its a touchy subject matter seeing how a 30 year old married woman starts having an affair with a 17 year old teenager. Also the underage drinking parts too. I don't know what to exactly say about that! Yes its wrong. And its illegal in most states. At the same time your almost pulling for these two to work out because it comes across like they sincerely do love each other.I literally felt like I became Caroline in this story! I got so pulled into the storyline that I pictured everything in my head. And there was moments I felt anxious, moments I wanted to cry. Moments I felt so in love with Sebastian and felt like everything could come crashing down and get destroyed so fragilely. I think Sebastian is so amazing. I adored him. He's wise beyond his years. And theres also such a sympathetic factor going on with him.My heart went out to him the entire time the way his parents treated him like crap from the very beginning. They don't care about him at all. And his mom and dad are both selfish evil a-holes. And I hope in future books they get exactly what's coming to them!On the inside he has this beautiful soul. He's so full of energy, optimistic, so ready to grab life by the horns and absorb everything. I can clearly see how he's made Caroline come alive so much. Before him, she was just existing. Her husband David, who is a MAJOR a-hole too! lol Treats her like some piece of property that's just there to service his needs. He's a male chauvinist and he disgusted me the whole way through. I don't know how she hung on as long as she did. Because I couldn't stand David from the get go. I feel like Sebastian was this shining light that came into her life to bring her out of the lifeless darkness that she was sinking further and further into. She was going through the motions and not really living and experiencing life as she should until him.I knew Brenda was another one that couldn't be trusted. You b**** brenda! LOL In hindsight she's the one that really started to ball rolling to destroy everything. I think she wants Sebastian back desperately. And she's willing to do whatever it takes, even be downright ruthless to get there.Sometimes I felt uncomfortable reading the sex scenes. You can't help but think its hot because8230well its described so sensuously that its8230just hot! But at the same time in the back of my mind I kept remembering this guy is 17! This woman is 30. Would it make so much of a difference when she's 45  he's 32? Nope. But I think when it comes to still being a minor it puts a whole new twist on things. I do think its brilliant of the author to write the story this way. And I can't wait to start book 2. 5 STARS for fun taboo deliciousness!","12 15, 2013",A1S13W6NAB263K,Charms,Hot Taboo Forbidden Love!,1387065600,0.0,False,5.0
454935,B00BQPUG6Q,"[1, 1]",4,"I was naturally drawn to the title because I enjoy sci-fi stories. Cydonia, a foothill on the surface of Mars, has the eerie distinction of resembling a face when viewed from above at a distance.  It was first viewed by NASA Viking orbiters circa 1976 and is most intriguing to the scientists that have studied it.One thousand years in the future, physical changes to the butte, coupled with paranormal activity from a star named Epsilon Eridani, raise questions about the existence of alien life forms.  Seeking plausible explanations for the anomalies, a team of explorers journey to the red  planet, each with their own personal agendas.  What transpires is both exciting, yet suspenseful.  You'll enjoy the book, from cover to cover!","03 18, 2013",A112M0LQTQ54FA,Brian,Great sci-fi title!,1363564800,1.0,True,4.0
